ClientIP,Country,Provinces,ISP
103.7.39.158,Vietnam,Ho Chi Minh City,Vietnamobile Telecommunications Joint Stock Company
1.52.192.154,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.71.155.95,Vietnam,Hanoi,FPT Telecom Company
118.69.71.117,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.241.48.212,Vietnam,Hoa Binh,Vietnam Posts and Telecommunications Group
116.99.14.133,Vietnam,Qui Nhon,Viettel Group
118.68.192.183,Vietnam,Hanoi,FPT Telecom Company
117.2.142.215,Vietnam,Da Nang,Viettel Group
118.71.198.253,Vietnam,Thanh Hoa,FPT Telecom Company
183.81.113.91,Vietnam,Hanoi,FPT Telecom Company
42.114.18.8,Vietnam,Ho Chi Minh City,FPT Telecom Company
171.249.36.118,Vietnam,Bac Lieu,Viettel Group
171.225.159.71,Vietnam,Phan Rang-Thap Cham,Viettel Group
42.112.83.38,Vietnam,Can Tho,FPT Telecom Company
14.251.22.23,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.235.55.68,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
14.177.208.42,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.169.39.152,Vietnam,Bien Hoa,Vietnam Posts and Telecommunications Group
42.119.77.57,Vietnam,Hanoi,FPT Telecom Company
125.212.178.239,Vietnam,Hung Yen,Viettel Group
14.169.43.170,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
58.187.66.241,Vietnam,Lang Son,FPT Telecom Company
42.119.122.24,Vietnam,Hanoi,FPT Telecom Company
58.187.66.68,Vietnam,Lang Son,FPT Telecom Company
42.117.154.19,Vietnam,Phu Khuong,FPT Telecom Company
42.113.62.234,Vietnam,Haiphong,FPT Telecom Company
117.2.132.39,Vietnam,Da Nang,Viettel Group
117.19.229.210,Taiwan,Taichung,Taiwan Mobile Co. Ltd.
14.175.84.222,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
66.249.66.7,United States,Mountain View,Google LLC
115.75.35.156,Vietnam,Hanoi,Viettel Group
1.54.210.52,Vietnam,Hanoi,FPT Telecom Company
42.113.192.146,Vietnam,Hai Duong,FPT Telecom Company
69.171.251.12,United States,Ashburn,"Facebook, Inc."
42.112.224.24,Vietnam,Sa Dec,FPT Telecom Company
113.23.91.131,Vietnam,Hoa Binh,FPT Telecom Company
42.114.16.78,Vietnam,Ho Chi Minh City,FPT Telecom Company
173.252.127.22,United States,Ashburn,"Facebook, Inc."
42.114.30.23,Vietnam,Haiphong,FPT Telecom Company
118.71.120.21,Vietnam,Hanoi,FPT Telecom Company
113.175.104.133,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
123.17.166.180,Vietnam,Cam Pha Mines,Vietnam Posts and Telecommunications Group
118.69.93.29,Vietnam,Ca Mau,FPT Telecom Company
58.187.29.214,Vietnam,Bac Giang,FPT Telecom Company
1.55.138.211,Vietnam,Hanoi,FPT Telecom Company
123.24.19.193,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
66.249.88.169,United States,Mountain View,Google LLC
42.113.156.196,Vietnam,Hoa Binh,FPT Telecom Company
171.247.242.166,Vietnam,Tra Tan,Viettel Group
58.187.54.147,Vietnam,Bac Ninh,FPT Telecom Company
1.52.192.181,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.52.122.16,Vietnam,Thai Nguyen,FPT Telecom Company
183.80.21.78,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.163.79,Vietnam,Bac Ninh,FPT Telecom Company
14.188.163.193,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
42.118.214.40,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.52.35.155,Vietnam,Bien Hoa,FPT Telecom Company
14.244.104.64,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
203.205.46.36,Vietnam,Nha Trang,CMC Telecom Infrastructure Company
14.251.5.24,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.112.226.132,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.114.34.3,Vietnam,Haiphong,FPT Telecom Company
113.22.99.160,Vietnam,Hanoi,FPT Telecom Company
14.189.204.69,Vietnam,Cam Pha,Vietnam Posts and Telecommunications Group
42.115.140.15,Vietnam,Tra Vinh,FPT Telecom Company
113.22.89.30,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.252.103,Vietnam,Lang Son,FPT Telecom Company
183.80.17.72,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.183.23.208,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
103.7.38.124,Vietnam,Can Duoc,Vietnamobile Telecommunications Joint Stock Company
118.68.232.57,Vietnam,Thu Dau Mot,FPT Telecom Company
27.68.22.174,Vietnam,My Tho,Viettel Group
118.70.67.176,Vietnam,Hanoi,FPT Telecom Company
42.117.219.59,Vietnam,Hanoi,FPT Telecom Company
59.153.242.129,Vietnam,Vinh,MOBIFONE Corporation
115.76.230.99,Vietnam,Tan An,Viettel Group
110.86.156.229,China,Ningteh,ChinaNet
100.117.98.224,"","",""
116.103.119.33,Vietnam,Phan Thiet,Viettel Group
115.74.215.93,Vietnam,Ho Chi Minh City,Viettel Group
42.113.192.26,Vietnam,Hai Duong,FPT Telecom Company
1.55.198.97,Vietnam,Ho Chi Minh City,FPT Telecom Company
183.80.60.16,Vietnam,Ho Chi Minh City,FPT Telecom Company
116.44.238.104,South Korea,Yongin-si,Dacom-pubnetplus
1.54.214.64,Vietnam,Thai Nguyen,FPT Telecom Company
42.114.111.159,Vietnam,Hanoi,FPT Telecom Company
40.77.188.41,United States,Chicago,Microsoft Corporation
42.114.16.136,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.118.54.46,Vietnam,Thanh Hoa,FPT Telecom Company
123.16.88.246,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.118.78.11,Vietnam,Ho Chi Minh City,FPT Telecom Company
209.141.132.12,Canada,Brampton,CIK Telecom INC
14.191.9.78,Vietnam,Qui Nhon,Vietnam Posts and Telecommunications Group
118.68.210.220,Vietnam,Hanoi,FPT Telecom Company
42.117.219.215,Vietnam,Hanoi,FPT Telecom Company
64.233.173.155,Japan,Tokyo,Google LLC
45.74.75.21,Canada,Markham,CIK Telecom INC
14.231.23.124,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
118.71.214.112,Vietnam,Can Tho,FPT Telecom Company
36.11.225.179,Japan,Fukuyama,Kddi Corporation
66.249.82.129,Australia,Sydney,Google LLC
113.190.50.57,Vietnam,Son Tay,Vietnam Posts and Telecommunications Group
183.81.93.223,Vietnam,Hanoi,FPT Telecom Company
118.68.192.135,Vietnam,Hanoi,FPT Telecom Company
113.179.143.56,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
42.113.173.206,Vietnam,Lang Son,FPT Telecom Company
58.187.163.19,Vietnam,Bac Ninh,FPT Telecom Company
118.70.81.187,Vietnam,Hanoi,FPT Telecom Company
58.187.29.97,Vietnam,Bac Giang,FPT Telecom Company
183.80.32.124,Vietnam,Hai An,FPT Telecom Company
118.70.41.3,Vietnam,Thanh Hoa,FPT Telecom Company
14.248.59.0,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.115.138.80,Vietnam,Cao Lanh,FPT Telecom Company
42.112.80.219,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.113.158.157,Vietnam,Hai Duong,FPT Telecom Company
1.54.161.122,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.178.39.113,Vietnam,Son Tay,Vietnam Posts and Telecommunications Group
80.110.105.120,Austria,Graz,UPC Austria
27.73.2.121,Vietnam,Uong Bi,Viettel Group
113.162.46.246,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
171.224.226.249,Vietnam,Nam Djinh,Viettel Group
42.114.30.137,Vietnam,Haiphong,FPT Telecom Company
118.71.196.119,Vietnam,Thanh Hoa,FPT Telecom Company
103.199.33.215,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
42.118.214.155,Vietnam,Ho Chi Minh City,FPT Telecom Company
116.97.8.23,Vietnam,Ha Long,Viettel Group
42.114.95.227,Vietnam,Hanoi,FPT Telecom Company
1.55.223.165,Vietnam,Vinh Yen,FPT Telecom Company
27.73.157.113,Vietnam,Haiphong,Viettel Group
42.117.59.34,Vietnam,Ho Chi Minh City,FPT Telecom Company
103.199.32.95,Vietnam,Phan Thiet,MOBIFONE Corporation
123.25.234.15,Vietnam,Rach Gia,Vietnam Posts and Telecommunications Group
42.119.77.206,Vietnam,Hanoi,FPT Telecom Company
14.181.137.79,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
171.250.84.186,Vietnam,Long Xuyen,Viettel Group
42.114.18.233,Vietnam,Ho Chi Minh City,FPT Telecom Company
100.87.226.10,"","",""
118.68.114.133,Vietnam,Phan Thiet,FPT Telecom Company
113.167.97.25,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
42.113.73.212,Vietnam,Hanoi,FPT Telecom Company
14.175.103.167,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
42.112.237.250,Vietnam,Bac Ninh,FPT Telecom Company
42.112.248.214,Vietnam,Hanoi,FPT Telecom Company
42.119.47.48,Vietnam,Qui Nhon,FPT Telecom Company
183.80.131.172,Vietnam,Ho Chi Minh City,FPT Telecom Company
123.16.254.209,Vietnam,Son Tay,Vietnam Posts and Telecommunications Group
1.52.120.8,Vietnam,Tu Son,FPT Telecom Company
14.172.231.39,Vietnam,Bac Lieu,Vietnam Posts and Telecommunications Group
115.21.243.100,South Korea,Seoul,Korea Telecom
14.244.87.85,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
1.52.120.197,Vietnam,Tu Son,FPT Telecom Company
103.7.39.155,Vietnam,Ho Chi Minh City,Vietnamobile Telecommunications Joint Stock Company
42.117.156.164,Vietnam,Hanoi,FPT Telecom Company
14.183.17.107,Vietnam,Phan Thiet,Vietnam Posts and Telecommunications Group
125.212.180.56,Vietnam,Viet Tri,Viettel Group
58.187.12.48,Vietnam,Bac Ninh,FPT Telecom Company
42.113.247.195,Vietnam,Ha Long,FPT Telecom Company
113.167.204.108,Vietnam,Cao Bang,Vietnam Posts and Telecommunications Group
113.186.52.128,Vietnam,Hoa Binh,Vietnam Posts and Telecommunications Group
118.71.8.107,Vietnam,Hanoi,FPT Telecom Company
113.174.144.65,Vietnam,An Nhon,Vietnam Posts and Telecommunications Group
14.163.229.130,Vietnam,Uong Bi,Vietnam Posts and Telecommunications Group
42.118.29.131,Vietnam,Bac Giang,FPT Telecom Company
58.187.12.38,Vietnam,Bac Ninh,FPT Telecom Company
14.235.121.17,Vietnam,Thanh Hoa,Vietnam Posts and Telecommunications Group
116.103.161.143,Vietnam,Quang Ngai,Viettel Group
113.23.31.36,Vietnam,Da Nang,FPT Telecom Company
14.165.102.164,Vietnam,An Nhon,Vietnam Posts and Telecommunications Group
103.7.39.152,Vietnam,Ho Chi Minh City,Vietnamobile Telecommunications Joint Stock Company
27.73.2.98,Vietnam,Uong Bi,Viettel Group
123.24.163.138,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.114.21.52,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.167.138.48,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
171.235.158.1,Vietnam,Bien Hoa,Viettel Group
58.187.217.57,Vietnam,Hanoi,FPT Telecom Company
1.52.125.235,Vietnam,Thanh Hoa,FPT Telecom Company
58.187.165.109,Vietnam,Hanoi,FPT Telecom Company
1.52.192.130,Vietnam,Ho Chi Minh City,FPT Telecom Company
125.234.99.210,Vietnam,Phu Quoc Island,Viettel Group
58.187.29.19,Vietnam,Bac Giang,FPT Telecom Company
14.182.47.75,Vietnam,Thai Nguyen,Vietnam Posts and Telecommunications Group
42.119.35.192,Vietnam,Thu Dau Mot,FPT Telecom Company
42.113.153.99,Vietnam,Hanoi,FPT Telecom Company
42.112.239.72,Vietnam,Hanoi,FPT Telecom Company
183.80.215.219,Vietnam,Hanoi,FPT Telecom Company
42.112.81.67,Vietnam,Nha Trang,FPT Telecom Company
116.98.98.61,Vietnam,Buon Ma Thuot,Viettel Group
27.69.248.204,Vietnam,Buon Ma Thuot,Viettel Group
42.118.129.214,Vietnam,Hanoi,FPT Telecom Company
42.113.173.193,Vietnam,Lang Son,FPT Telecom Company
42.118.12.3,Vietnam,Bien Hoa,FPT Telecom Company
14.169.47.164,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
27.66.3.1,Vietnam,Da Nang,Viettel Group
113.175.71.134,Vietnam,Cao Bang,Vietnam Posts and Telecommunications Group
123.18.154.253,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
1.55.6.250,Vietnam,Hanoi,FPT Telecom Company
113.181.47.134,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
116.109.210.13,Vietnam,Ho Chi Minh City,Viettel Group
42.113.114.125,Vietnam,Thu Dau Mot,FPT Telecom Company
58.187.169.27,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.52.34.44,Vietnam,Bien Hoa,FPT Telecom Company
1.52.124.156,Vietnam,Thanh Hoa,FPT Telecom Company
113.22.246.217,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.189.214.191,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
14.236.71.29,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.115.206.125,Vietnam,Hanoi,FPT Telecom Company
113.23.49.44,Vietnam,Hanoi,FPT Telecom Company
113.23.91.84,Vietnam,Hoa Binh,FPT Telecom Company
118.71.192.204,Vietnam,Bac Ninh,FPT Telecom Company
81.7.91.140,Lithuania,Vilnius,"Telia Lietuva, AB"
118.71.192.74,Vietnam,Bac Ninh,FPT Telecom Company
14.249.208.72,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
1.54.215.217,Vietnam,Haiphong,FPT Telecom Company
14.230.236.109,Vietnam,Tra Vinh,Vietnam Posts and Telecommunications Group
1.53.244.26,Vietnam,Hanoi,FPT Telecom Company
58.186.189.174,Vietnam,Hanoi,FPT Telecom Company
58.187.161.150,Vietnam,Hai Duong,FPT Telecom Company
58.153.66.183,Hong Kong,Hong Kong,Hong Kong Telecommunications Limited Mass Internet
14.166.14.12,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
14.171.110.35,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
14.232.214.239,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.119.43.58,Vietnam,Bac Giang,FPT Telecom Company
14.233.13.213,Vietnam,Pleiku,Vietnam Posts and Telecommunications Group
14.189.218.16,Vietnam,Bac Kan,Vietnam Posts and Telecommunications Group
14.229.160.104,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
113.189.166.219,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
1.55.192.55,Vietnam,Ho Chi Minh City,FPT Telecom Company
203.210.232.81,Vietnam,Chau Djoc,Vietnam Posts and Telecommunications Group
42.117.154.204,Vietnam,Phu Khuong,FPT Telecom Company
58.187.165.66,Vietnam,Hanoi,FPT Telecom Company
14.188.108.27,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
117.2.198.178,Vietnam,Da Nang,Viettel Group
42.113.188.158,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.114.132.190,Vietnam,Hanoi,FPT Telecom Company
118.69.76.193,Vietnam,Bien Hoa,FPT Telecom Company
171.244.145.216,Vietnam,Thai Binh,Viettel Group
118.71.198.6,Vietnam,Thanh Hoa,FPT Telecom Company
42.114.34.105,Vietnam,Haiphong,FPT Telecom Company
42.113.199.243,Vietnam,Hanoi,FPT Telecom Company
14.249.19.159,Vietnam,Son La,Vietnam Posts and Telecommunications Group
42.119.77.157,Vietnam,Hanoi,FPT Telecom Company
66.249.82.133,Australia,Sydney,Google LLC
113.175.174.128,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
42.118.66.41,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.245.180.35,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
14.187.187.32,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
183.80.50.176,Vietnam,Hanoi,FPT Telecom Company
118.70.54.31,Vietnam,Dien Bien Phu,FPT Telecom Company
27.78.149.64,Vietnam,Ho Chi Minh City,Viettel Group
66.249.82.107,Australia,Sydney,Google LLC
116.97.44.214,Vietnam,Vinh,Viettel Group
42.117.71.105,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.54.215.22,Vietnam,Haiphong,FPT Telecom Company
113.185.15.253,Vietnam,Yen Bai,Vietnam Posts and Telecommunications Group
42.112.81.199,Vietnam,Nha Trang,FPT Telecom Company
113.23.29.202,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.112.220.30,Vietnam,Hanoi,FPT Telecom Company
1.52.122.248,Vietnam,Thai Nguyen,FPT Telecom Company
42.112.229.17,Vietnam,Ho Chi Minh City,FPT Telecom Company
118.68.61.246,Vietnam,Kon Tum Ko Pang,FPT Telecom Company
118.68.71.211,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.193.126,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.186.10.225,Vietnam,Da Nang,FPT Telecom Company
113.168.185.58,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.114.20.46,Vietnam,Uyen Hung,FPT Telecom Company
90.177.218.89,Czechia,Prague,"O2 Czech Republic, a.s."
222.252.212.27,Vietnam,Ninh Binh,Vietnam Posts and Telecommunications Group
116.96.9.246,Vietnam,Bac Kan,Viettel Group
183.81.93.212,Vietnam,Hanoi,FPT Telecom Company
14.251.58.123,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
58.187.21.68,Vietnam,Haiphong,FPT Telecom Company
14.234.245.34,Vietnam,B'rong,Vietnam Posts and Telecommunications Group
14.181.73.129,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.118.57.144,Vietnam,Bien Hoa,FPT Telecom Company
66.249.66.50,United States,Mountain View,Google LLC
66.249.82.71,Australia,Sydney,Google LLC
115.74.184.95,Vietnam,Can Tho,Viettel Group
14.171.84.98,Vietnam,Hai Duong,Vietnam Posts and Telecommunications Group
14.171.62.232,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
125.212.181.131,Vietnam,Yen Bai,Viettel Group
42.116.170.189,Vietnam,Tu Son,FPT Telecom Company
118.71.25.37,Vietnam,Hanoi,FPT Telecom Company
42.113.154.26,Vietnam,Hai Duong,FPT Telecom Company
27.2.65.157,Vietnam,Saint James,SaiGon Tourist Cable Television
42.114.23.148,Vietnam,Ho Chi Minh City,FPT Telecom Company
58.187.169.215,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.162.34.48,Vietnam,Viet Tri,Vietnam Posts and Telecommunications Group
115.72.129.255,Vietnam,Thu Dau Mot,Viettel Group
1.54.7.119,Vietnam,Ho Chi Minh City,FPT Telecom Company
1.55.226.131,Vietnam,Qui Nhon,FPT Telecom Company
66.249.82.134,Australia,Sydney,Google LLC
113.179.18.158,Vietnam,Hung Yen,Vietnam Posts and Telecommunications Group
118.68.71.42,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.188.70.150,Vietnam,Ha Long,Vietnam Posts and Telecommunications Group
42.114.36.155,Vietnam,Hanoi,FPT Telecom Company
14.231.204.114,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.118.29.170,Vietnam,Bac Giang,FPT Telecom Company
113.183.83.68,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.112.82.247,Vietnam,Long Xuyen,FPT Telecom Company
42.119.146.139,Vietnam,Can Tho,FPT Telecom Company
113.23.91.107,Vietnam,Hoa Binh,FPT Telecom Company
42.112.232.178,Vietnam,Haiphong,FPT Telecom Company
42.113.37.81,Vietnam,Uong Bi,FPT Telecom Company
1.52.192.116,Vietnam,Ho Chi Minh City,FPT Telecom Company
103.7.38.127,Vietnam,Can Duoc,Vietnamobile Telecommunications Joint Stock Company
1.55.135.66,Vietnam,Thai Binh,FPT Telecom Company
42.115.196.159,Vietnam,Bac Giang,FPT Telecom Company
1.55.195.218,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.20.100.33,Vietnam,Hanoi,CMC Telecom Infrastructure Company
58.186.69.62,Vietnam,Ho Chi Minh City,FPT Telecom Company
14.165.96.215,Vietnam,An Nhon,Vietnam Posts and Telecommunications Group
103.199.33.86,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
1.55.135.128,Vietnam,Thai Binh,FPT Telecom Company
118.71.198.22,Vietnam,Thanh Hoa,FPT Telecom Company
77.252.62.69,Poland,Wroclaw,Netia SA
42.112.5.60,Vietnam,Hanoi,FPT Telecom Company
118.71.3.241,Vietnam,Nam Dinh,FPT Telecom Company
176.55.13.161,Turkey,Bursa,Vodafone Telekomunikasyon A.S.
14.169.50.19,Vietnam,Bien Hoa,Vietnam Posts and Telecommunications Group
1.54.194.211,Vietnam,Thai Binh,FPT Telecom Company
42.113.196.139,Vietnam,Uong Bi,FPT Telecom Company
14.228.118.28,Vietnam,Vinh,Vietnam Posts and Telecommunications Group
58.187.170.11,Vietnam,Da Nang,FPT Telecom Company
123.21.110.70,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
103.199.56.6,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
14.232.171.249,Vietnam,Bac Ninh,Vietnam Posts and Telecommunications Group
42.114.132.116,Vietnam,Hanoi,FPT Telecom Company
42.114.32.54,Vietnam,Uong Bi,FPT Telecom Company
27.68.133.219,Vietnam,Hanoi,Viettel Group
118.71.192.91,Vietnam,Bac Ninh,FPT Telecom Company
1.55.216.37,Vietnam,Bac Ninh,FPT Telecom Company
183.80.32.115,Vietnam,Hai An,FPT Telecom Company
217.66.233.116,Palestinian Territory,Gaza,Hadara Technologies Private Shareholding Company
42.113.197.15,Vietnam,Uong Bi,FPT Telecom Company
42.113.156.128,Vietnam,Hoa Binh,FPT Telecom Company
113.161.70.39,Vietnam,Ho Chi Minh City,Vietnam Posts and Telecommunications Group
14.239.59.194,Vietnam,Phu Ly,Vietnam Posts and Telecommunications Group
113.23.64.85,Vietnam,Haiphong,FPT Telecom Company
14.248.16.103,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.114.60.32,Vietnam,Hanoi,FPT Telecom Company
103.199.56.200,Vietnam,Ho Chi Minh City,MOBIFONE Corporation
125.212.180.63,Vietnam,Viet Tri,Viettel Group
42.114.32.191,Vietnam,Uong Bi,FPT Telecom Company
1.55.135.197,Vietnam,Thai Binh,FPT Telecom Company
58.186.149.144,Vietnam,Lao Cai,FPT Telecom Company
171.248.239.113,Vietnam,Long Xuyen,Viettel Group
1.55.216.168,Vietnam,Bac Ninh,FPT Telecom Company
14.170.82.104,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
42.119.6.22,Vietnam,Thu Dau Mot,FPT Telecom Company
42.112.82.74,Vietnam,Long Xuyen,FPT Telecom Company
27.2.127.32,Vietnam,Bien Hoa,SaiGon Tourist Cable Television
14.247.250.9,Vietnam,Hanoi,Vietnam Posts and Telecommunications Group
113.23.28.3,Vietnam,Ho Chi Minh City,FPT Telecom Company
113.179.83.143,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
14.189.61.250,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
118.68.192.28,Vietnam,Hanoi,FPT Telecom Company
183.81.75.49,Vietnam,Thai Binh,FPT Telecom Company
36.70.151.253,Indonesia,Bekasi,PT Telkom Indonesia
42.115.139.96,Vietnam,Bien Hoa,FPT Telecom Company
42.113.190.11,Vietnam,Ho Chi Minh City,FPT Telecom Company
42.116.141.243,Vietnam,Nha Trang,FPT Telecom Company
14.176.241.227,Vietnam,Hue,Vietnam Posts and Telecommunications Group
118.71.196.174,Vietnam,Thanh Hoa,FPT Telecom Company
123.18.236.96,Vietnam,Haiphong,Vietnam Posts and Telecommunications Group
1.55.35.255,Vietnam,Hanoi,FPT Telecom Company
